dim1,dim1,Rank,logRank,ClusterNo,ClusterSize,noOfNearestNeighbour
632.637024,392.834991,0.0,0.0,31,2167,6
112.639999,174.794998,0.0,0.0,12,1025,10
211.501999,75.518997,716.0,2.8555191556678,8,936,3
461.567993,72.370003,103.0,2.0170333392987803,42,612,7
440.992004,62.826,0.0,0.0,42,612,2
92.330002,395.157013,0.0,0.0,17,2676,9
278.160004,430.859009,0.0,0.0,17,2676,4
629.744019,422.239014,0.0,0.0,31,2167,9
514.726013,352.324005,0.0,0.0,31,2167,9
155.654999,378.908997,20.0,1.3222192947339193,19,342,9
66.711998,153.169998,0.0,0.0,12,1025,9
645.575012,423.791992,0.0,0.0,31,2167,4
614.255005,242.220001,0.0,0.0,31,2167,10
615.049011,424.364014,0.0,0.0,31,2167,7
627.604004,129.175995,0.0,0.0,31,2167,8
639.416016,342.035004,30.0,1.4913616938342726,26,230,6
39.000999,78.473,1291.0,3.1112625136590655,8,936,6
438.796997,115.728996,13181.0,4.119981307304154,42,612,9
21.398001,310.923004,0.0,0.0,17,2676,8
507.082001,167.220993,8.0,0.9542425094393249,42,612,4
527.401978,394.847992,0.0,0.0,31,2167,7
341.178986,270.704987,0.0,0.0,17,2676,7
527.716003,307.20401,0.0,0.0,31,2167,5
545.049988,343.299011,0.0,0.0,31,2167,6
20.507999,104.330002,15.0,1.2041199826559248,8,936,6
36.661999,104.369003,0.0,0.0,8,936,7
305.911011,421.604004,0.0,0.0,17,2676,8
475.622986,40.736,1.0,0.3010299956639812,42,612,7
234.123993,269.299988,0.0,0.0,17,2676,9
176.632004,371.200012,8.0,0.9542425094393249,19,342,14
539.492004,440.441986,0.0,0.0,31,2167,7
94.842003,135.203995,0.0,0.0,12,1025,2
564.088013,373.161011,0.0,0.0,31,2167,4
204.796005,97.933998,6252.0,3.7960884286806684,8,936,4
24.368999,347.033997,0.0,0.0,17,2676,4
482.309998,243.417999,29.0,1.4771212547196624,22,579,6
65.293999,376.277008,0.0,0.0,17,2676,6
549.942993,317.278992,0.0,0.0,31,2167,4
458.369995,86.004997,1.0,0.3010299956639812,42,612,6
427.535004,140.841995,934.0,2.9708116108725178,42,612,6
633.658997,79.555,0.0,0.0,31,2167,10
117.547997,402.826996,0.0,0.0,17,2676,11
172.761993,324.575989,0.0,0.0,19,342,3
36.710999,368.230988,0.0,0.0,17,2676,8
313.97699,272.813995,0.0,0.0,17,2676,7
67.602997,392.697998,0.0,0.0,17,2676,6
243.130005,110.615997,70.0,1.8512583487190752,8,936,5
371.605988,334.967987,0.0,0.0,2,276,6
88.966003,176.800003,0.0,0.0,12,1025,4
347.766998,404.296997,0.0,0.0,17,2676,7
506.118988,92.783997,241.0,2.383815365980431,42,612,3
104.389999,139.487,0.0,0.0,12,1025,3
264.897003,415.571991,0.0,0.0,17,2676,4
205.186996,416.304993,0.0,0.0,17,2676,6
658.601013,400.339996,0.0,0.0,31,2167,8
240.733002,151.619995,0.0,0.0,12,1025,6
501.575012,240.343002,174.0,2.2430380486862944,22,579,6
296.123993,80.073997,8183.0,3.912965620704104,8,936,5
399.773987,381.618988,0.0,0.0,17,2676,10
484.973999,215.156006,480.0,2.682145076373832,22,579,6
482.286987,72.296997,166.0,2.2227164711475833,42,612,5
600.877991,218.716995,0.0,0.0,31,2167,5
661.429993,372.276001,0.0,0.0,26,230,1
283.488007,100.249001,13154.0,4.119090852421722,8,936,7
29.121,146.722,0.0,0.0,12,1025,5
648.567993,204.735001,0.0,0.0,31,2167,2
84.971001,293.795013,0.0,0.0,17,2676,3
155.304993,75.504997,3545.0,3.549738731264899,8,936,9
315.705994,371.246002,0.0,0.0,1,31,11
638.075989,395.519012,0.0,0.0,31,2167,7
567.028992,155.563995,606.0,2.7831886910752575,22,579,13
34.859001,102.932999,141.0,2.1522883443830563,8,936,7
322.812988,179.022003,0.0,0.0,12,1025,8
143.856003,90.405998,1201.0,3.079904467666721,8,936,7
310.351013,265.140015,0.0,0.0,17,2676,3
444.528992,376.501007,0.0,0.0,17,2676,9
626.590027,225.893005,0.0,0.0,31,2167,13
555.59198,336.678009,0.0,0.0,31,2167,3
526.419006,138.341003,3.0,0.6020599913279624,22,579,9
545.364014,434.648987,0.0,0.0,31,2167,6
309.290009,68.686996,6.0,0.8450980400142568,8,936,6
383.730988,281.222992,0.0,0.0,17,2676,3
100.616997,159.143997,0.0,0.0,12,1025,10
247.067993,77.082001,1596.0,3.203304916138483,8,936,6
176.147995,244.867996,0.0,0.0,17,2676,1
523.346985,307.334015,0.0,0.0,31,2167,4
516.882019,408.386993,0.0,0.0,31,2167,12
528.601013,80.789001,201.0,2.305351369446624,42,612,13
446.259003,336.796997,0.0,0.0,17,2676,3
334.89801,420.326996,0.0,0.0,17,2676,9
494.740997,176.848999,3.0,0.6020599913279624,42,612,8
539.702026,233.505997,0.0,0.0,22,579,6
241.923996,423.105011,0.0,0.0,17,2676,3
85.893997,394.246002,0.0,0.0,17,2676,8
645.143982,100.236,0.0,0.0,31,2167,5
226.852005,68.191002,0.0,0.0,8,936,2
603.585999,224.449005,0.0,0.0,31,2167,13
472.407013,362.644012,0.0,0.0,17,2676,6
31.261999,227.115005,0.0,0.0,13,5,4
16.011,350.045013,0.0,0.0,17,2676,7
135.582001,408.735992,0.0,0.0,17,2676,4
295.40799,409.346008,0.0,0.0,17,2676,7
642.065979,200.341995,0.0,0.0,31,2167,7
260.778015,412.066986,0.0,0.0,17,2676,6
194.470993,157.386993,0.0,0.0,12,1025,8
92.758003,279.356995,0.0,0.0,17,2676,2
169.697998,411.855988,0.0,0.0,17,2676,7
496.09201,204.783005,0.0,0.0,22,579,1
358.332001,426.279999,0.0,0.0,48,6,2
176.645996,160.117996,0.0,0.0,12,1025,11
543.88501,315.92099,0.0,0.0,31,2167,8
155.746994,93.084999,0.0,0.0,8,936,4
563.966003,441.789001,0.0,0.0,31,2167,11
175.25,81.763,12.0,1.1139433523068367,8,936,7
407.306,380.221008,0.0,0.0,17,2676,11
106.319,76.723999,218.0,2.3404441148401185,8,936,10
154.207993,229.276993,0.0,0.0,11,5,1
471.562012,60.813999,602.0,2.780317312140151,42,612,8
192.332993,344.489014,0.0,0.0,19,342,8
278.998993,264.144989,0.0,0.0,17,2676,8
285.610992,116.195999,0.0,0.0,8,936,1
32.783001,69.609001,0.0,0.0,8,936,3
528.734009,123.216003,17.0,1.255272505103306,22,579,11
433.059998,348.891998,0.0,0.0,17,2676,9
376.852997,412.78299,0.0,0.0,17,2676,8
44.091999,143.231003,0.0,0.0,12,1025,6
515.718018,419.367004,0.0,0.0,31,2167,9
292.010986,406.990997,0.0,0.0,17,2676,7
281.390015,267.769012,0.0,0.0,17,2676,9
35.945,177.561996,0.0,0.0,12,1025,11
171.985992,250.235992,0.0,0.0,17,2676,8
578.190979,393.381989,0.0,0.0,31,2167,8
626.460999,316.053009,0.0,0.0,26,230,4
321.894989,86.941002,122.0,2.089905111439398,8,936,5
335.011993,334.578003,599.0,2.7781512503836434,2,276,10
645.552002,167.330994,0.0,0.0,31,2167,8
76.445,76.889,20773.0,4.317520127284809,8,936,8
345.812012,272.641998,0.0,0.0,17,2676,15
94.321999,383.47699,0.0,0.0,17,2676,8
61.673,288.597992,0.0,0.0,17,2676,8
102.501999,412.378998,0.0,0.0,17,2676,3
190.988007,175.787003,0.0,0.0,12,1025,10
614.085999,282.567993,0.0,0.0,31,2167,8
429.002991,84.120003,17.0,1.255272505103306,42,612,5
342.325012,403.127014,0.0,0.0,17,2676,6
225.578995,148.841003,0.0,0.0,12,1025,4
129.897995,326.106995,91.0,1.9637878273455553,19,342,7
195.841003,259.089996,0.0,0.0,17,2676,14
557.013977,386.488007,0.0,0.0,31,2167,5
234.843002,170.406998,0.0,0.0,12,1025,9
641.059021,422.10199,0.0,0.0,31,2167,6
584.539978,291.368988,0.0,0.0,31,2167,13
277.384003,186.223007,0.0,0.0,39,6,5
119.815002,296.545013,0.0,0.0,17,2676,5
90.032997,159.981003,0.0,0.0,12,1025,7
440.968994,301.859009,0.0,0.0,17,2676,6
524.815002,326.561005,0.0,0.0,31,2167,4
487.795013,238.763,426.0,2.630427875025024,22,579,13
260.979004,270.35199,0.0,0.0,17,2676,9
572.038025,195.970001,29.0,1.4771212547196624,22,579,3
406.928009,304.687988,0.0,0.0,17,2676,7
43.702,325.634003,0.0,0.0,17,2676,7
171.425995,429.852997,0.0,0.0,17,2676,10
526.802002,96.915001,0.0,0.0,42,612,4
107.225998,111.175003,0.0,0.0,8,936,7
564.637024,382.723999,0.0,0.0,31,2167,11
154.565994,357.726013,3.0,0.6020599913279624,19,342,6
631.900024,92.063004,0.0,0.0,31,2167,8
520.763977,240.516006,2798.0,3.4470028984661623,22,579,6
271.911987,321.330994,0.0,0.0,45,4,2
633.247986,263.679993,0.0,0.0,31,2167,16
214.988007,74.723,97.0,1.9912260756924949,8,936,4
645.929016,317.108002,8.0,0.9542425094393249,26,230,9
357.536011,395.640991,0.0,0.0,17,2676,4
45.844002,371.871002,0.0,0.0,17,2676,2
114.504997,395.536011,0.0,0.0,17,2676,13
27.836,144.621994,0.0,0.0,12,1025,6
530.91803,125.498001,54.0,1.7403626894942439,22,579,13
506.592987,380.705994,0.0,0.0,31,2167,2
92.806,383.615997,0.0,0.0,17,2676,10
146.460999,144.837997,0.0,0.0,12,1025,3
313.04599,157.845001,0.0,0.0,12,1025,3
34.948002,325.100006,0.0,0.0,17,2676,7
487.132996,205.447006,58.0,1.7708520116421442,22,579,5
663.104004,332.218994,0.0,0.0,26,230,10
447.278015,359.066986,0.0,0.0,17,2676,8
189.858002,78.527,0.0,0.0,8,936,5
142.145996,332.209015,473.0,2.6757783416740852,19,342,3
618.682007,179.580994,0.0,0.0,31,2167,6
430.682007,293.412994,0.0,0.0,17,2676,8
551.870972,163.962997,626.0,2.7972675408307164,22,579,12
642.5,87.838997,0.0,0.0,31,2167,11
636.190002,236.904007,0.0,0.0,31,2167,4
612.671997,454.149994,0.0,0.0,31,2167,5
660.04303,342.651001,0.0,0.0,26,230,3
439.800995,381.091003,0.0,0.0,17,2676,11
164.988007,157.222,0.0,0.0,12,1025,10
237.871994,101.487,36.0,1.568201724066995,8,936,10
376.39801,251.574005,0.0,0.0,9,5,4
171.087006,381.14801,0.0,0.0,19,342,3
611.492004,402.035004,0.0,0.0,31,2167,4
76.344002,281.510986,0.0,0.0,17,2676,5
326.200989,99.582001,176.0,2.247973266361807,8,936,12
321.47699,333.908997,61.0,1.792391689498254,2,276,10
191.891006,343.897003,6.0,0.8450980400142568,19,342,7
535.356995,333.618011,0.0,0.0,31,2167,5
202.733994,248.651993,0.0,0.0,17,2676,4
299.985992,258.925995,0.0,0.0,17,2676,8
485.223999,67.012001,227.0,2.357934847000454,42,612,5
32.098999,143.035004,0.0,0.0,12,1025,10
449.446014,387.178986,0.0,0.0,17,2676,7
546.895996,403.263,0.0,0.0,31,2167,4
452.345001,172.598999,0.0,0.0,42,612,2
183.244003,437.52301,0.0,0.0,17,2676,4
493.42099,157.382004,0.0,0.0,42,612,6
522.372009,376.575989,0.0,0.0,31,2167,5
377.341003,259.234009,0.0,0.0,17,2676,5
235.862,106.819,87.0,1.9444826721501687,8,936,10
639.146973,233.531998,0.0,0.0,31,2167,8
278.43399,262.94101,0.0,0.0,17,2676,8
267.790009,258.54599,0.0,0.0,17,2676,5
631.18103,90.578003,0.0,0.0,31,2167,9
508.049988,52.537998,80.0,1.9084850188786497,42,612,10
100.722,93.274002,0.0,0.0,8,936,6
144.733994,104.077003,1500.0,3.1763806922432702,8,936,7
176.011993,420.377014,0.0,0.0,17,2676,7
179.201996,346.053986,1052.0,3.0224283711854865,19,342,7
485.140991,76.456001,278.0,2.4456042032735974,42,612,9
223.403,281.411987,0.0,0.0,17,2676,7
631.429993,210.477997,0.0,0.0,31,2167,7
148.916,147.787003,0.0,0.0,12,1025,3
297.536987,247.539993,0.0,0.0,17,2676,5
64.690002,76.367996,6622.0,3.8210547550468883,8,936,10
447.36499,103.667999,22.0,1.3617278360175928,42,612,5
234.675995,86.800003,8330.0,3.92069713446992,8,936,5
337.52301,345.089996,43.0,1.6434526764861874,2,276,7
635.52002,199.740005,0.0,0.0,31,2167,11
518.632996,216.688004,7.0,0.9030899869919435,22,579,7
146.598007,257.359009,0.0,0.0,17,2676,7
171.093002,438.648987,0.0,0.0,17,2676,6
610.315002,279.406006,0.0,0.0,31,2167,6
584.460022,265.471008,0.0,0.0,31,2167,3
329.533997,176.617004,0.0,0.0,12,1025,11
523.752014,400.825989,0.0,0.0,31,2167,6
602.632019,213.401993,0.0,0.0,31,2167,5
279.992004,423.596008,0.0,0.0,17,2676,5
476.960999,172.669998,728.0,2.8627275283179747,42,612,8
178.891998,159.417007,0.0,0.0,12,1025,6
548.078003,221.695999,0.0,0.0,22,579,4
546.742004,412.304993,0.0,0.0,31,2167,12
314.563995,165.723007,0.0,0.0,12,1025,7
609.617004,241.994995,0.0,0.0,31,2167,9
521.39801,336.101013,0.0,0.0,31,2167,5
383.414001,415.200012,0.0,0.0,17,2676,13
49.207001,382.213989,0.0,0.0,17,2676,10
381.522003,386.890991,0.0,0.0,17,2676,7
168.535004,251.455002,0.0,0.0,17,2676,9
302.003998,173.470001,0.0,0.0,12,1025,5
649.112,175.884995,0.0,0.0,31,2167,9
421.923004,284.760986,0.0,0.0,17,2676,7
312.55899,144.434006,0.0,0.0,12,1025,10
311.795013,333.643005,0.0,0.0,2,276,3
303.769989,323.378998,0.0,0.0,2,276,4
524.096008,142.768997,1505.0,3.177824971864682,22,579,10
319.687988,360.279999,0.0,0.0,2,276,3
474.274994,227.440994,116.0,2.0681858617461617,22,579,5
256.789001,151.175995,0.0,0.0,12,1025,8
229.033005,411.661987,0.0,0.0,17,2676,7
65.473999,397.864014,0.0,0.0,17,2676,9
347.377991,272.671997,0.0,0.0,17,2676,14
615.052002,273.105988,0.0,0.0,31,2167,4
611.297974,168.945999,0.0,0.0,31,2167,7
633.65802,372.449005,0.0,0.0,34,11,3
459.027008,309.032013,0.0,0.0,17,2676,6
260.273987,146.505997,0.0,0.0,12,1025,11
73.699997,408.875,0.0,0.0,17,2676,3
558.379028,173.087006,2066.0,3.3153404766272883,22,579,6
235.621002,417.463013,0.0,0.0,17,2676,6
323.084015,347.411011,372.0,2.571708831808688,2,276,10
216.647003,239.395996,0.0,0.0,17,2676,1
279.721985,408.328003,0.0,0.0,17,2676,9
262.166992,282.890991,0.0,0.0,17,2676,4
153.923004,113.544998,36.0,1.568201724066995,8,936,7
41.098999,339.34201,0.0,0.0,17,2676,3
607.742004,180.203995,0.0,0.0,31,2167,1
83.32,89.424004,0.0,0.0,8,936,6
216.735992,88.333,7508.0,3.8755821043278855,8,936,9
521.854004,138.205994,52.0,1.724275869600789,22,579,10
537.98999,217.917007,239.0,2.380211241711606,22,579,9
464.638,57.016998,8843.0,3.9466487339066765,42,612,9
536.460022,252.884003,85.0,1.9344984512435677,22,579,9
579.018005,433.463013,0.0,0.0,31,2167,6
345.263,342.453003,113.0,2.0569048513364727,2,276,12
625.44397,145.546997,0.0,0.0,31,2167,7
142.535995,80.945,159.0,2.2041199826559246,8,936,9
620.479004,123.251999,0.0,0.0,31,2167,10
145.123993,107.806999,2440.0,3.387567779417189,8,936,9
59.900002,150.539993,0.0,0.0,12,1025,10
462.738007,300.196014,0.0,0.0,17,2676,3
76.528,164.358002,0.0,0.0,12,1025,8
425.955994,78.905998,0.0,0.0,42,612,2
309.053009,274.187988,0.0,0.0,17,2676,5
144.610992,275.852997,0.0,0.0,17,2676,7
27.033001,164.820007,0.0,0.0,12,1025,9
45.832001,84.489998,11015.0,4.042023927248867,8,936,9
308.729004,363.804993,0.0,0.0,1,31,6
272.841003,101.612,0.0,0.0,8,936,9
634.622009,163.041,0.0,0.0,31,2167,7
400.075012,404.002014,0.0,0.0,17,2676,8
370.81601,328.158997,98.0,1.99563519459755,2,276,4
444.098999,78.235001,10292.0,4.012541972775836,42,612,13
77.466003,107.932999,0.0,0.0,8,936,3
429.455994,280.464996,0.0,0.0,17,2676,5
69.036003,279.753998,0.0,0.0,17,2676,6
636.786987,400.260986,0.0,0.0,31,2167,13
278.726013,154.126007,0.0,0.0,12,1025,8
143.626007,152.654999,0.0,0.0,12,1025,4
546.60498,151.649994,23.0,1.380211241711606,22,579,5
253.998993,150.451996,0.0,0.0,12,1025,9
531.421021,430.824005,0.0,0.0,31,2167,4
99.203003,96.121002,192.0,2.285557309007774,8,936,7
320.522003,409.815002,0.0,0.0,17,2676,4
658.268005,100.375999,0.0,0.0,31,2167,7
118.059998,169.279007,0.0,0.0,12,1025,5
626.737976,152.893997,0.0,0.0,31,2167,11
200.697998,139.845993,0.0,0.0,12,1025,6
270.371002,434.949005,0.0,0.0,17,2676,14
633.077026,198.802002,0.0,0.0,31,2167,10
619.307007,407.014008,0.0,0.0,31,2167,6
20.122,112.334999,97.0,1.9912260756924949,8,936,4
351.338013,309.718994,0.0,0.0,29,19,6
337.696991,425.17099,0.0,0.0,17,2676,6
448.850006,141.901001,59.0,1.7781512503836436,42,612,7
504.015991,164.453003,1.0,0.3010299956639812,42,612,5
610.622009,176.343002,0.0,0.0,31,2167,5
446.605988,163.869003,145.0,2.164352855784437,42,612,12
606.039001,457.238007,0.0,0.0,31,2167,4
676.497009,348.515015,0.0,0.0,26,230,3
235.531006,172.255005,0.0,0.0,12,1025,11
613.867981,158.554001,0.0,0.0,31,2167,7
506.014008,336.845001,0.0,0.0,31,2167,5
274.747986,165.606995,0.0,0.0,12,1025,17
34.754002,366.781006,0.0,0.0,17,2676,8
338.524994,328.957001,143.0,2.1583624920952498,2,276,5
637.921997,396.26001,0.0,0.0,31,2167,8
545.742981,446.433014,0.0,0.0,31,2167,6
430.923004,124.592003,258.0,2.413299764081252,42,612,7
116.289001,298.776001,0.0,0.0,17,2676,4
401.519989,309.01001,0.0,0.0,17,2676,2
300.924988,97.690002,530.0,2.725094521081469,8,936,6
196.729996,263.447998,0.0,0.0,17,2676,14
604.254028,223.408005,0.0,0.0,31,2167,13
133.973007,165.098007,0.0,0.0,12,1025,6
658.322021,427.105988,0.0,0.0,31,2167,6
327.389008,71.249001,97.0,1.9912260756924949,8,936,4
39.332001,166.041,0.0,0.0,12,1025,5
581.315979,303.257996,0.0,0.0,31,2167,4
542.966003,213.690002,3237.0,3.510276844417355,22,579,5
154.345993,296.479004,0.0,0.0,17,2676,3
617.968018,439.549988,0.0,0.0,31,2167,7
208.675003,81.639,1120.0,3.049605612594973,8,936,3
506.164001,404.553009,0.0,0.0,31,2167,3
475.152008,211.815002,176.0,2.247973266361807,22,579,11
643.999023,136.705002,0.0,0.0,31,2167,3
51.381001,309.338989,0.0,0.0,17,2676,9
63.794998,363.479004,0.0,0.0,17,2676,3
400.397003,397.984009,0.0,0.0,17,2676,10
468.27301,149.522995,1783.0,3.2513948500401044,42,612,9
618.039001,269.868988,0.0,0.0,31,2167,3
644.646973,325.904999,69.0,1.845098040014257,26,230,7
431.39801,69.154999,0.0,0.0,42,612,3
153.738998,404.411011,0.0,0.0,17,2676,7
45.594002,173.074997,0.0,0.0,12,1025,5
627.56897,135.794998,0.0,0.0,31,2167,4
285.838013,415.463013,0.0,0.0,17,2676,11
45.886002,374.444,0.0,0.0,17,2676,5
360.470001,261.147003,0.0,0.0,17,2676,11
259.062012,259.846985,0.0,0.0,17,2676,10
318.265015,159.479996,0.0,0.0,12,1025,5
530.97998,335.225006,0.0,0.0,31,2167,7
574.955017,297.113007,0.0,0.0,31,2167,5
188.684998,71.897003,0.0,0.0,4,6,4
348.983002,398.25,0.0,0.0,17,2676,4
514.638977,216.942001,3400.0,3.531606631932722,22,579,8
156.787994,249.529007,0.0,0.0,17,2676,3
634.796021,212.666,0.0,0.0,31,2167,5
94.136002,383.312988,0.0,0.0,17,2676,8
586.182007,418.565002,0.0,0.0,31,2167,3
536.594971,243.718994,0.0,0.0,22,579,7
620.744995,209.016006,0.0,0.0,31,2167,8
47.247002,334.609009,0.0,0.0,17,2676,4
195.406998,76.619003,0.0,0.0,8,936,2
593.286011,445.037994,0.0,0.0,31,2167,5
241.768997,106.866997,2237.0,3.3498600821923312,8,936,5
421.674011,319.720001,0.0,0.0,17,2676,6
496.828003,386.506012,0.0,0.0,3,6,3
345.890015,281.589996,0.0,0.0,17,2676,8
615.254028,243.125,0.0,0.0,31,2167,8
659.807983,437.686005,0.0,0.0,31,2167,7
172.964996,86.811996,4201.0,3.623456048069934,8,936,13
144.522995,276.057007,0.0,0.0,17,2676,8
114.928001,171.688995,0.0,0.0,12,1025,9
644.213013,224.598999,0.0,0.0,31,2167,5
474.529999,364.428986,0.0,0.0,17,2676,5
271.355011,161.048004,0.0,0.0,12,1025,13
571.614014,453.330994,0.0,0.0,31,2167,6
101.101997,292.906006,0.0,0.0,17,2676,6
518.815002,349.800995,0.0,0.0,31,2167,4
545.757996,289.376007,0.0,0.0,31,2167,7
190.011993,181.677002,0.0,0.0,12,1025,6
638.122986,402.947998,0.0,0.0,31,2167,12
528.479004,126.851997,341.0,2.534026106056135,22,579,11
105.711998,164.574997,0.0,0.0,12,1025,16
245.953995,162.75,0.0,0.0,12,1025,6
127.010002,423.367004,0.0,0.0,17,2676,7
640.611023,364.915985,0.0,0.0,34,11,6
169.014999,411.016998,0.0,0.0,17,2676,10
484.479004,201.807999,0.0,0.0,22,579,2
66.847,151.070999,0.0,0.0,12,1025,8
407.057007,406.286987,0.0,0.0,17,2676,8
681.466003,328.101013,0.0,0.0,25,13,6
348.122986,430.612,0.0,0.0,17,2676,5
466.398987,317.743011,0.0,0.0,17,2676,1
432.759003,73.504997,176.0,2.247973266361807,42,612,4
356.734985,317.227997,0.0,0.0,29,19,6
47.453999,140.403,0.0,0.0,12,1025,5
524.335999,245.014999,1403.0,3.1473671077937864,22,579,5
91.934998,111.961998,0.0,0.0,8,936,2
457.114014,79.674004,574.0,2.7596678446896306,42,612,11
113.973,78.928001,0.0,0.0,8,936,4
352.105011,401.843994,0.0,0.0,17,2676,3
507.53299,49.271,0.0,0.0,42,612,3
75.042,77.917999,8.0,0.9542425094393249,8,936,8
487.109009,159.311996,23.0,1.380211241711606,42,612,13
622.927979,342.459015,12.0,1.1139433523068367,26,230,10
111.712997,400.171997,0.0,0.0,17,2676,10
422.181,143.794006,0.0,0.0,42,612,4
121.113998,396.876007,0.0,0.0,17,2676,8
651.400024,369.423004,7.0,0.9030899869919435,26,230,9
79.913002,158.710999,0.0,0.0,12,1025,9
525.205994,410.265991,0.0,0.0,31,2167,11
619.36499,89.899002,0.0,0.0,31,2167,5
300.983002,182.070999,0.0,0.0,12,1025,2
550.072998,397.272003,0.0,0.0,31,2167,8
510.197998,391.352997,0.0,0.0,31,2167,4
462.812012,333.131012,0.0,0.0,17,2676,11
646.536011,113.888,0.0,0.0,31,2167,9
641.250977,195.324005,0.0,0.0,31,2167,8
106.088997,405.627014,0.0,0.0,17,2676,1
242.714996,156.768005,0.0,0.0,12,1025,7
653.362,445.377014,0.0,0.0,31,2167,9
552.820007,282.96701,0.0,0.0,31,2167,10
157.445007,116.146004,0.0,0.0,8,936,4
427.529999,369.268005,0.0,0.0,17,2676,9
496.799988,419.056,0.0,0.0,46,4,2
207.832001,148.335007,0.0,0.0,12,1025,6
504.127014,126.344002,0.0,0.0,22,579,9
559.182007,452.682007,0.0,0.0,31,2167,7
80.470001,99.037003,0.0,0.0,8,936,3
588.252991,281.569,0.0,0.0,31,2167,6
622.302979,96.938004,0.0,0.0,31,2167,6
430.045013,324.214996,0.0,0.0,17,2676,4
107.822998,413.303009,0.0,0.0,17,2676,7
623.97699,204.332001,0.0,0.0,31,2167,6
659.341003,96.809998,0.0,0.0,31,2167,8
616.671021,157.800003,0.0,0.0,31,2167,7
512.500977,118.821999,57.0,1.7634279935629373,22,579,7
659.622009,303.381012,4.0,0.6989700043360189,26,230,6
324.011993,166.567001,0.0,0.0,12,1025,9
544.335999,365.088989,0.0,0.0,31,2167,3
109.627998,169.276001,0.0,0.0,12,1025,11
444.268005,358.105011,0.0,0.0,17,2676,11
432.497009,279.792999,0.0,0.0,17,2676,5
185.660004,277.424988,0.0,0.0,17,2676,12
216.065994,41.291,0.0,0.0,52,10,6
40.875999,139.332993,0.0,0.0,12,1025,9
523.585022,124.225998,26.0,1.4313637641589874,22,579,8
172.727997,401.743011,0.0,0.0,17,2676,8
140.427002,153.794006,0.0,0.0,12,1025,5
244.328003,174.520996,0.0,0.0,12,1025,7
208.164993,344.73999,0.0,0.0,19,342,5
25.367001,163.195007,0.0,0.0,12,1025,8
421.075012,123.892998,0.0,0.0,42,612,8
486.246002,44.443001,12.0,1.1139433523068367,42,612,7
287.768005,423.087006,0.0,0.0,17,2676,4
431.471008,307.97699,0.0,0.0,17,2676,7
298.295013,106.094002,1.0,0.3010299956639812,8,936,6
479.031006,160.156998,58.0,1.7708520116421442,42,612,14
252.613998,157.283997,0.0,0.0,12,1025,5
605.903015,233.998001,0.0,0.0,31,2167,9
116.625999,298.558014,0.0,0.0,17,2676,4
340.122009,351.187988,1061.0,3.0261245167454502,2,276,7
326.889008,181.567993,0.0,0.0,12,1025,9
184.485001,339.210999,24.0,1.3979400086720377,19,342,9
586.250977,279.723999,0.0,0.0,31,2167,4
288.829987,141.494003,0.0,0.0,12,1025,3
181.949005,168.673996,0.0,0.0,12,1025,9
497.256989,412.799011,0.0,0.0,46,4,2
302.192993,163.223007,0.0,0.0,12,1025,5
541.088989,249.848007,0.0,0.0,22,579,5
100.566002,87.183998,6442.0,3.8090881313463463,8,936,4
661.289978,126.065002,0.0,0.0,31,2167,3
178.781006,149.070007,0.0,0.0,12,1025,9
356.101013,293.860992,0.0,0.0,17,2676,6
191.964996,408.838989,0.0,0.0,17,2676,12
107.594002,109.228996,0.0,0.0,8,936,7
184.223007,268.869995,0.0,0.0,17,2676,11
128.414993,95.790001,3109.0,3.4927603890268375,8,936,8
56.519001,370.269012,0.0,0.0,17,2676,4
569.750977,159.850998,531.0,2.7259116322950483,22,579,12
647.969971,235.363007,0.0,0.0,31,2167,5
117.962997,86.387001,14.0,1.1760912590556813,8,936,5
481.596008,150.746994,1165.0,3.0666985504229953,42,612,4
18.547001,355.748993,0.0,0.0,17,2676,6
530.934021,91.579002,0.0,0.0,42,612,6
132.362,364.559998,102.0,2.012837224705172,19,342,6
621.974976,177.636002,0.0,0.0,31,2167,4
614.299988,198.526001,0.0,0.0,31,2167,7
321.091003,366.782013,0.0,0.0,1,31,4
432.721008,123.741997,2.0,0.47712125471966244,42,612,8
321.703003,372.977997,0.0,0.0,1,31,4
73.300003,150.979004,0.0,0.0,12,1025,7
124.976997,82.060997,32008.0,4.505272106469475,8,936,5
531.416992,297.812988,0.0,0.0,31,2167,6
163.264999,144.975998,0.0,0.0,12,1025,7
336.492004,331.450012,82.0,1.919078092376074,2,276,8
620.559021,383.154999,0.0,0.0,31,2167,3
220.307007,81.277,670.0,2.826722520168992,8,936,5
452.446014,166.813995,36.0,1.568201724066995,42,612,5
399.688995,412.15799,0.0,0.0,17,2676,7
152.464996,352.623993,93.0,1.9731278535996986,19,342,9
120.181999,259.235992,0.0,0.0,17,2676,6
477.153015,157.701004,126.0,2.103803720955957,42,612,13
367.369995,322.192993,0.0,0.0,2,276,6
495.195007,73.121002,194.0,2.290034611362518,42,612,4
190.423996,69.633003,0.0,0.0,4,6,4
552.099976,179.746994,4858.0,3.686546899063006,22,579,5
152.886002,293.690002,0.0,0.0,17,2676,6
420.653992,278.15799,0.0,0.0,17,2676,4
116.260002,423.118988,0.0,0.0,17,2676,7
160.227997,284.248993,0.0,0.0,17,2676,6
547.008972,368.523987,0.0,0.0,31,2167,4
518.041016,418.235992,0.0,0.0,31,2167,7
